id,passage
8426722,"Oral features of Crohn's disease include ulcers, lip fissuring, cobblestone 
plaques, angular cheilitis, polypoid lesions, and perioral erythema. 
Pyostomatitis vegetans is a rare eruption of the oral mucosa characterized by 
tiny yellow pustules. It is considered a marker for inflammatory bowel disease. 
We describe a 45-year-old woman with a 6-month history of painful sores in her 
mouth, diarrhea, weight loss, and cutaneous lesions. Oral examination revealed 
cobblestone plaques and indentation on the tongue and friable vegetating 
pustules on the labial commissures. Staphylococcus simulans was isolated from 
the pustules. Laboratory studies revealed leucocytosis, eosinophilia, and low 
hemoglobin and zinc levels. Histologic study of the labial lesions revealed 
hyperplastic epithelium with intraepithelial clefts that contain eosinophils and 
neutrophils. Tongue lesions showed chronic inflammation with noncaseating 
granulomas. Later, colonoscopy and biopsy demonstrated Crohn's disease of the 
anorectal region. Pyostomatitis vegetans lesions regressed after oral zinc 
supplementation. Prednisone treatment resulted in healing of the tongue lesions. 
In our patient, pyostomatitis vegetans appeared to be related to zinc deficiency 
that may have been caused by malabsorption. The pathogenetic interrelationship 
between pyostomatitis vegetans and Crohn's disease is discussed."
8427289,"Thrombotic thrombocytopenic purpura is a clinical syndrome defined by the pentad 
of thrombocytopenia, microangiopathic hemolytic anemia, fever, and renal and 
neurologic abnormalities. The pathogenesis of this syndrome remains enigmatic, 
though appropriate management usually involves plasma administration. The 
authors report on an alternative therapy, high-dose intravenous immunoglobulin, 
used in the patient after the failure of plasmapheresis. The implications and 
potential applications of this therapy are discussed."
8432776,"Low dose infusion of alpha human atrial natriuretic peptide (ANP) has been shown 
to cause a shift of intravascular fluid to the interstitial space. No studies 
have been reported on the effect of ANP on capillary permeability to plasma 
proteins. We studied the effect of low dose ANP (2.5 pmol/kg.min) or equal 
volume of saline control when infused over 90 min, on plasma volume, 
transcapillary escape rate of intravascular albumin, and the rate of reentry of 
albumin to the vascular space in eight normal subjects. Intravenous injection of 
125I-human serum albumin was used for measurement of plasma volume and 
intravascular albumin escape rate. A significant ANP-induced fall in plasma 
volume (P < 0.01) was observed. Transcapillary escape rate of intravascular 
albumin when corrected for concurrent plasma volume changes showed a 
significantly greater escape during ANP infusion than during saline control (P < 
0.05). The mean +/- SEM changes in plasma albumin concentration were +0.36 +/- 
0.22 g/L.h during ANP infusion and -0.46 +/- 0.50 g/L.h during placebo. Plasma 
sodium, red cell volume, and urinary albumin and radioactivity remained 
unchanged. The mass of albumin reentering the circulation per hour showed no 
significant difference between the 2 days. In summary, low dose ANP infusion in 
healthy subjects caused a shift of plasma water and electrolytes from the 
circulation, with albumin escape as a secondary phenomenon."
8433382,"As a result of the nucleotide sequence analysis of an aphid endosymbiont's 
operon homologous to the Escherichia coli groE, we noted that directional base 
substitutions tending toward an increase of A + T content represent an obvious 
evolutionary trend in this prokaryotic operon, housed for a long period by an 
eukaryotic cell. This result, when taken together with previous reports, raised 
the possibility that genomic DNA of prokaryotes residing in an eukaryotic cell 
is subject to A/T-biased directional mutation pressure and/or both negative and 
positive selection operating under conditions specific to the intracellular 
environments."
8434615,"Steven Pfeiffer syndrome pedigrees (three 3 generation and four 2 generation) 
have been recorded to date in addition to at least a dozen sporadic cases. 
Autosomal dominant inheritance with complete penetrance is characteristic of the 
7 familial instances. Variable expressivity has involved mostly the presence or 
absence of syndactyly and the degree of syndactyly when present. Classic 
Pfeiffer syndrome is designated type I. Type 2 consists of cloverleaf skull with 
Pfeiffer hands and feet together with ankylosis of the elbows. Such patients do 
poorly with an early death. All reported instances to date have been sporadic. 
Type 3 is similar to type 2 but without cloverleaf skull. Ocular proptosis is 
severe in degree and the anterior cranial base is markedly short. These patients 
also do poorly and tend to have an early death. To date all cases have occurred 
sporadically. Although these 3 clinical subtypes do not have status as separate 
entities, their diagnostic and prognostic implications are important. Type 1 is 
commonly associated with normal intelligence, generally good outcome, and can be 
found dominantly inherited in some families. Types 2 and 3 generally have severe 
neurological compromise, poor prognosis, early death, and sporadic occurrence. 
Recognition of type 3 is particularly important because extreme ocular proptosis 
in the absence of cloverleaf skull but with various visceral anomalies can 
result in failure to diagnose Pfeiffer syndrome and labeling the patient as an 
""unknown"" or as a ""newly recognized entity.""(ABSTRACT TRUNCATED AT 250 WORDS)"
8434619,"Barth syndrome is an X-linked disorder characterised by cardioskeletal myopathy 
of variable severity usually fatal in childhood, and neutropenia. We ascertained 
a large pedigree with affected males in 3 generations. All affected males had 
dilated cardiomyopathy, with endocardial fibroelastosis (EFE) in some. The locus 
for Barth syndrome in this family was found to be closely linked to DXS52 (z = 
2.78, theta = 0.0). The family was nonrecombinant for DXS52 in distal Xq28, but 
recombinant for DXS374 which maps proximal to DXS52. This localised Barth 
syndrome distal to DXS374, confirming a previous localisation to distal Xq28. As 
yet there is no evidence for genetic heterogeneity of Barth syndrome."
8435921,"The appearance of photoaged skin is cosmetically unacceptable to many in our 
society. Ostensibly, avoidance of ultraviolet light and sunlight from early 
childhood is most desirable but not likely to happen in our culture. Tretinoin 
is the only pharmacologic compound shown to partially reverse some signs of 
photoaging. Improvement with tretinoin therapy has been quantified clinically 
and histologically. A major degree of improvement occurs in 6 to 12 months, and 
maintenance treatment one to three times per week may continue this response. 
Tretinoin therapy should optimally be used with daily moisturizer and sunscreen 
applications. Psychosocial benefits of tretinoin therapy, use of tretinoin for 
intrinsically aged or non-Caucasian skin, and higher-strength tretinoin therapy 
for severely photoaged skin need to be further explored. It is possible that 
some subsets of patients with photoaged skin may respond better than others."
8436254,"Diabetic patients with elevated urinary albumin excretion rate (incipient or 
clinical nephropathy) also have an increased transcapillary escape rate of 
albumin. This study was designed to clarify whether this is caused by a general 
vascular dysfunction or by elevated systemic blood pressure. The systemic blood 
pressure and the transcapillary escape rate of albumin were measured in the 
following groups after 4 weeks without antihypertensive treatment: Group 
1--eleven healthy control subjects. Group 2--ten Type 1 (insulin-dependent) 
diabetic patients with incipient nephropathy (urinary albumin excretion rate: 
30-300 mg/24 h) and normal blood pressure. Group 3--eleven non-diabetic patients 
with essential hypertension. Group 4--nine Type 1 diabetic patients with 
hypertension but normal urinary albumin excretion (< 30 mg/24 h). Group 
5--eleven Type 1 diabetic patients with nephropathy (urinary albumin excretion 
rate > 300 mg/24 h) and hypertension. Systolic and diastolic blood pressure were 
similar in the three hypertensive groups: group 3, 148 +/- 8/95 +/- 6; group 4, 
150 +/- 12/94 +/- 8 and group 5; 152 +/- 12/92 +/- 7 mmHg, but significantly 
elevated (p < 0.001) compared to control group 1, 117 +/- 12/74 +/- 9 and group 
2, 128 +/- 7/82 +/- 4 mmHg. The transcapillary escape rate of albumin was 
similar in the control subjects (5.2 +/- 2.7%) and the subjects in the 
normoalbuminuric groups 3 and 4 (6.2 +/- 1.9 and 5.1 +/- 1.4%, respectively) and 
significantly lower (p < 0.001) than in patients with elevated urinary albumin 
excretion without or with hypertension group 2, 10.1 +/- 2.8 and group 5, 11.4 
+/- 5.7%.(ABSTRACT TRUNCATED AT 250 WORDS)"
8437011,"A recent report described serum anti-GQ1b ganglioside antibodies in Miller 
Fisher syndrome (MFS), a clinical variant of Guillain-Barré syndrome (GBS). Four 
consecutive cases of MFS all had high titre anti-GQ1b antibodies which were 
absent from all control sera including those of patients with GBS."
8437381,"A 65-year-old man was admitted with a sudden onset of dyspnea. Severe mitral 
regurgitation due to torn chordae tendinae was revealed on UCG. Mitral valve 
replacement was undergone. The postoperative course was complicated with a low 
cardiac output syndrome which was successfully treated with IABP, catecholamines 
and vasodilators. However, stupor developed on the 4 th postoperative day, 
following by tetrapregia on the 8 th day, and deep coma on the 15 th day 
respectively. Laboratory studies of the 4 th day disclosed the following values, 
serum sodium 150 mEq/l, blood urea nitrogen 84.7 mg/dl, blood sugar 184 mg/dl 
and calculated serum osmolality 354 mOsm/l. Cranial CT of the 15 th day showed 
an obscure low density area in the central pons which was strongly suggestive of 
central pontine myelinolysis (CPM). His CNS symptoms improved dramatically after 
administration of thyrotropin-releasing hormone tartrate (TRH-T). A diagnosis of 
CPM was made on MRI of the 41 st day. He discharged without any neurological 
deficit on the 62 nd day."
8437594,"BACKGROUND: Liver transplantation for type IV glycogen storage disease 
(branching-enzyme deficiency) results in the resorption of extrahepatic deposits 
of amylopectin, but the mechanism of resorption is not known.
METHODS: We studied two patients with type IV glycogen storage disease 37 and 91 
months after liver transplantation and a third patient with lysosomal 
glucocerebrosidase deficiency (type 1 Gaucher's disease), in whom tissue 
glucocerebroside deposition had decreased 26 months after liver replacement, to 
determine whether the migration of cells from the allograft (microchimerism) 
could explain the improved metabolism of enzyme-deficient tissues in the 
recipient. Samples of blood and biopsy specimens of the skin, lymph nodes, 
heart, bone marrow, or intestine were examined immunocytochemically with the use 
of donor-specific monoclonal anti-HLA antibodies and the polymerase chain 
reaction, with preliminary amplification specific to donor alleles of the gene 
for the beta chain of HLA-DR molecules, followed by hybridization with 
allele-specific oligonucleotide probes.
RESULTS: Histopathological examination revealed that the cardiac deposits of 
amylopectin in the patients with glycogen storage disease and the lymph-node 
deposits of glucocerebroside in the patient with Gaucher's disease were 
dramatically reduced after transplantation. Immunocytochemical analysis showed 
cells containing the HLA phenotypes of the donor in the heart and skin of the 
patients with glycogen storage disease and in the lymph nodes, but not the skin, 
of the patient with Gaucher's disease. Polymerase-chain-reaction analysis 
demonstrated donor HLA-DR DNA in the heart of both patients with glycogen 
storage disease, in the skin of one of them, and in the skin, intestine, blood, 
and bone marrow of the patient with Gaucher's disease.
CONCLUSIONS: Systemic microchimerism occurs after liver allotransplantation and 
can ameliorate pancellular enzyme deficiencies."
8438687,"Flumazenil, a specific benzodiazepine antagonist, is useful in reversing the 
sedation and respiratory depression that often occur when benzodiazepines are 
administered to patients undergoing anesthesia or when patients have taken an 
intentional benzodiazepine overdose. Judicious use of flumazenil may provide 
useful diagnostic information and may obviate the need for mechanical 
ventilation and other invasive supportive measures. Although some controversy 
exists regarding the possible precipitation of seizure activity in the setting 
of mixed tricyclic antidepressant-benzodiazepine overdose, worldwide experience 
with flumazenil has validated its safety and efficacy."
8440247,"Polyadenylation of mRNA precursors by poly(A) polymerase depends on two 
specificity factors and their recognition sequences. These are cleavage and 
polyadenylation specificity factor (CPSF), recognizing the polyadenylation 
signal AAUAAA, and poly(A) binding protein II (PAB II), interacting with the 
growing poly(A) tail. Their effects are independent of ATP and an RNA 5'-cap. 
Analysis of RNA-protein interactions by non-denaturing gel electrophoresis shows 
that CPSF, PAB II and poly(A) polymerase form a quaternary complex with the 
substrate RNA that transiently stabilizes the binding of poly(A) polymerase to 
the RNA 3'-end. Only the complex formed from all three proteins is competent for 
the processive synthesis of a full-length poly(A) tail."
8440944,"In an effort to understand the molecular genetic basis of temporal variation in 
frequency and severity of bacterial disease, genetic relationships among strains 
of Streptococcus pyogenes that caused scarlet fever epidemics in Canada in the 
early 1940s and in eastern Germany in the 1960s to 1980s were studied. 
Application of multilocus enzyme electrophoresis and comparative sequencing of 
the gene (speA) encoding streptococcal pyrogenic exotoxin A (scarlet fever 
toxin) revealed that new waves of scarlet fever are associated with an increase 
in frequency of S. pyogenes clones carrying variant speA alleles. This finding 
suggests that the occurrence of new scarlet fever epidemics can be predicted by 
comprehensive monitoring of the frequency of S. pyogenes clones with variant 
toxin alleles."
8441637,"All DNA (cytosine-5)-methyltransferases contain a single conserved cysteine. It 
has been proposed that this cysteine initiates catalysis by attacking the C6 of 
cytosine and thereby activating the normally inert C5 position. We show here 
that substitutions of this cysteine in the E. coli methylase M. EcoRII with 
either serine or tryptophan results in a complete loss of ability to transfer 
methyl groups to DNA. Interestingly, mutants with either serine or glycine 
substitution bind tightly to substrate DNA. These mutants resemble the wild-type 
enzyme in that their binding to substrate is not eliminated by the presence of 
non-specific DNA in the reaction, it is sensitive to methylation status of the 
substrate and is stimulated by an analog of the methyl donor. Hence the 
conserved cysteine is not essential for the specific stable binding of the 
enzyme to its substrate. However, substitution of the cysteine with the bulkier 
tryptophan does reduce DNA binding. We also report here a novel procedure for 
the synthesis of DNA containing 5-fluorocytosine. Further, we show that a DNA 
substrate for M. EcoRII in which the target cytosine is replaced by 
5-fluorocytosine is a mechanism-based inhibitor of the enzyme and that it forms 
an irreversible complex with the enzyme. As expected, this modified substrate 
does not form irreversible complexes with the mutants."
8441638,"The product of the dcm gene is the only DNA cytosine-C5 methyltransferase of 
Escherichia coli K-12; it catalyses transfer of a methyl group from S-adenosyl 
methionine (SAM) to the C-5 position of the inner cytosine residue of the 
cognate sequence CCA/TGG. Sequence-specific, covalent crosslinking of the enzyme 
to synthetic oligonucleotides containing 5-fluoro-2'-deoxycytidine is 
demonstrated. This reaction is abolished if serine replaces the cysteine at 
residue #177 of the enzyme. These results lend strong support to a catalytic 
mechanism in which an enzyme sulfhydryl group undergoes Michael addition to the 
C5-C6 double bond, thus activating position C-5 of the substrate DNA cytosine 
residue for electrophilic attack by the methyl donor SAM. The enzyme is capable 
of self-methylation in a DNA-independent reaction requiring SAM and the presence 
of cysteine at position #177."
8444882,"In the brain, thyroid hormone dynamically regulates levels of the short-lived 
plasma membrane protein, type II iodothyronine 5'-deiodinase. In cultured 
astrocytes, thyroxine modulates deiodinase levels by activating 
cytoskeletal-plasma membrane interactions that increase the rate of inactivation 
of the enzyme. Here we characterized the effects of these thyroxine-dependent 
cytoskeletal interactions upon the route of internalization of the deiodinase by 
following the intracellular transit of the affinity-labeled substrate-binding 
subunit of the deiodinase (p29). Thyroxine rapidly induced the inactivation of 
the deiodinase and initiated the binding of p29 to F-actin. By 40 min, > 75% of 
the p29 had been transported to an endosomal pool, which was followed by 
dissociation of the F-actin-p29 complex. There was no significant accumulation 
of p29 in the dense lysosomes seen in the presence of thyroxine. In the absence 
of thyroxine, p29 was internalized and transported to the dense lysosomes at a 
rate parallel to the inactivation rate of the deiodinase (t1/2 0.75 and 0.64 h, 
respectively) without involvement with the microfilaments. These data 
demonstrate that thyroxine targets type II iodothyronine 5'-deiodinase to an 
endosomal pool by activating specific protein-F-actin interactions involved in 
microfilament-mediated intracellular protein trafficking."
8445063,"BACKGROUND: Topical PUVA therapy has become a useful alternative for patients 
who cannot tolerate the systemic side effects of nausea and headache or are 
concerned about the ophthalmologic risk associated with oral PUVA therapy. 
However, there is no study to date on the systemic absorption of psoralen after 
the localized application of topical paint PUVA.
OBJECTIVE: This study was designed to assess the plasma level of 
8-methoxypsoralen (8-MOP) after paint PUVA therapy for patients with 
palmoplantar psoriasis or eczema.
METHODS: Reverse-phase high-pressure liquid chromatography was used to determine 
8-MOP plasma levels in eight patients with palmoplantar psoriasis and two with 
eczema. Three patients receiving oral PUVA therapy served as the control group.
RESULTS: Plasma levels of 8-MOP taken 1, 6, and 24 hours after topical PUVA 
treatments of patients with palmoplantar psoriasis were undetectable. One 
patient with hand eczema consistently had detectable 8-MOP levels 1 hour after 
topical PUVA treatments.
CONCLUSION: This report indicates that there is minimal, if any, systemic 
absorption of 8-MOP after topical PUVA treatment of patients with palmoplantar 
psoriasis."
8445613,"Emery-Dreifuss muscular dystrophy (EMD) is characterised by (1) early 
contractures of the Achilles tendons, elbows, and postcervical muscles, (2) 
slowly progressive muscle wasting and weakness with a predominantly 
humeroperoneal distribution in the early stages, and (3) cardiomyopathy with 
conduction defects and risk of sudden death. Inheritance is usually X linked 
recessive but can be autosomal dominant. Family linkage studies have mapped X 
linked EMD to the distal long arm of the X chromosome but precise genetic 
localisation has been hampered by the rarity of this condition. We report three 
new families with X linked Emery-Dreifuss muscular dystrophy studied with DNA 
markers from Xq27-qter and three previously published families typed for 
additional markers. No recombination was observed with the red/green cone 
pigment locus, RGCP (lod score, Z = 2.46), the factor VIII coagulant gene locus, 
F8C (Z = 6.39), or with DXS115 (Z = 4.94). Two recombinants were observed which 
mapped EMD distal to DXS15 (DX13) and DXS52 (St14) respectively. Multipoint 
linkage analysis gave odds exceeding 200:1 for EMD being distal to these 
markers. A multipoint analysis incorporating published data gave the map 
cen-DXS304-9cM-DXS15-3cM-DXS52-2 cM-(RGCP,EMD)-3cM-F8C-2cM-DXS115 with odds of 
120:1 in favour of a location for EMD between DXS52 and F8C as compared to the 
next best position distal to F8C."
8449832,"Pulse field gel electrophoresis using a contour-clamped homogeneous electric 
field was applied for the analysis of DNA-fragmenting activity of antitumor 
agents towards human uterine cervix carcinoma HeLa S3 cells. Duocarmycins 
(DUMs), novel antitumor antibiotics with ultrapotent cell growth-inhibitory 
activities, caused DNA fragmentation at 10 times their IC50 values at 2 h 
exposure. At 100 times their IC50 values, the size of the smallest fragments was 
about 245 kilobase pairs (kbp). DUMA, DUMB1 and DUMB2 exhibited similar DNA 
fragmentation patterns, suggesting similar action mechanisms. DNA fragmentation 
was also detected in cells treated with radical producers, intercalators and 
topoisomerase inhibitors. Two bands of about 1800 and 1500 kbp were commonly 
detected in the cells treated with DUMs and these agents. In addition, fragments 
of about 900 kbp were detected in the cells treated with a topoisomerase 
inhibitor, 4'-(9-acridinylamino)methane-sulfon-m-anisidine, and fragments in the 
broad size range between 700 and 245 kbp in the cells treated with radical 
producers, bleomycin and neocarzinostatin. DUMs showed a characteristic DNA 
fragmentation pattern, since both types of fragments induced by the 
topoisomerase inhibitor and the radical producers were simultaneously detected, 
suggesting a novel mode of interaction with DNA. DNA-crosslinking agents and 
mitotic inhibitors did not induce DNA fragmentation under these conditions. The 
pulse field gel electrophoresis is potentially useful for characterizing 
DNA-cleaving activity of various antitumor agents at the cellular level."
8449897,"The intergenic region between the mouse alpha-cardiac myosin heavy chain and 
beta-myosin heavy chain genes has previously been shown to direct expression of 
the bacterial chloramphenicol acetyltransferase reporter gene in transgenic mice 
in a tissue-specific manner. Sequence analyses located a putative 
myocyte-specific enhancer-binding factor (MEF-2) site situated in the regulatory 
region of this gene proximal to the start site of transcription. The role of 
this element in directing the cardiac compartment-specific expression of the 
transgene was assessed. The polymerase chain reaction was used to perform 
substitution mutagenesis of the MEF-2 binding site, and lack of MEF-2 binding 
was confirmed by gel retardation assays. The resultant construct was used to 
generate transgenic mice. Surprisingly, transgene expression was not 
down-regulated, but was significantly increased in the hearts of the MEF-2 
mutant mice. In addition, cardiac-specific expression of the transgene was 
perturbed with significant levels of ectopic expression occurring in the aorta."
8450727,"Reliable data are scanty on the incidence of chronic diseases and life 
expectancy (LE) of highly trained athletes. We therefore studied Finnish male 
world class athletes to estimate the LE of athletes. Finnish team members in the 
Olympic games, World or European championships or intercountry competitions 
during 1920-1965 in track and field athletics, cross-country skiing, soccer, ice 
hockey, basketball, boxing, wrestling, weight lifting, and shooting were 
included (N = 2613 men). The reference cohort, 1712 men, was selected from the 
Finnish Defence Forces conscription register matched on age and area of 
residence. All referents were classified completely healthy at the time of 
induction to military service. The stratified Kaplan-Meier product limit method 
and the Cox proportional hazards model were used to estimate the life 
expectancies and the mortality odds ratios (OR) and their confidence limits. The 
mean LE adjusted for occupational group, marital status, and the age at entry to 
the cohort (and its 95% confidence limits) was in endurance sports (long 
distance running and cross-country skiing) 75.6 (73.6, 77.5) yr; in team games 
(soccer, ice hockey, basketball, as well as jumpers and short-distance runners 
from track and field (73.9 (72.7, 75.1) yr; in power sports (boxing, wrestling, 
weight lifting, and throwers from field athletics) 71.5 (70.4, 72.2) yr; and in 
the reference group 69.9 (69.0, 70.9) yr. The increased mean life expectancies 
were mainly explained by decreased cardiovascular mortality (endurance sports 
mortality odds ratio OR = 0.49 (95% CL 0.26, 0.93), team sports OR = 0.61 (0.41, 
0.92) compared with referents). For maximum life span no differences between the 
groups were observed.(ABSTRACT TRUNCATED AT 250 WORDS)"
8456342,"Highlights in the history of efforts to prevent occupational lung disease among 
coal miners in the United States are reviewed. The Federal Coal Mine Health and 
Safety Act of 1969 is summarized, and the sources and effects of its provisions 
to prevent coal workers' pneumoconiosis are examined. Descriptions follow of the 
identification of coal workers' pneumoconiosis as a disease, identification of 
respirable coal mine dust as its cause, and establishment and enforcement of an 
exposure limit. The development of prevention efforts focusing on surveillance 
of both exposure and outcome and of enforcement of dust control methods is 
examined."
8456713,"Unintentional acupuncture needling of the thoracic spinal canal produced a 
spinal epidural hematoma and subarachnoid hemorrhage. This case demonstrates 
that patients are sometimes reluctant to disclose folk medical treatments to 
Western physicians, and the proper diagnosis may depend upon the prowess of the 
neuroradiologist."
8456806,"Osteogenesis imperfecta (OI) type I is characterized by bone fragility without 
significant deformity, osteopenia, normal stature, blue sclerae, and autosomal 
dominant inheritance. Dermal fibroblasts from most affected individuals produce 
about half the expected amount of type I collagen, suggesting that the OI type I 
phenotype results from a variety of mutations which alter the apparent 
expression of either COL1A1 or COL1A2, the genes encoding the chains of type I 
collagen. Short-pulse labeling of dermal fibroblasts with [3H]proline from 
affected individuals in 19 families indicates that most have alterations in the 
expected 2:1 synthetic ratio of pro alpha 1(I): pro alpha 2(I), with most having 
decreased production of pro alpha 1(I). Ratios of COL1A1:COL1A2 mRNA from these 
individuals, using slot-blot hybridization, indicate that they fall into 
different groups, but that most have decreased COL1A1 mRNA levels, compared with 
controls. These data suggest that most of our OI I families have COL1A1 
mutations. Copy number and size of the COL1A1 gene by restriction endonuclease 
analysis of genomic DNA from affected individuals are normal in the families 
examined. We have identified one 3 generation family in which all affected 
members have one normal COL1A1 allele and another with a 5 base-pair deletion 
near the 3' end of the gene. The deletion creates a shift in the translational 
reading-frame and predicts the synthesis of an elongated pro alpha 1(I) chain. 
In a second family, a father and a son have a single exon deletion that results 
from a splicing mutation. Chemical cleavage analysis of amplified cDNA from 
affected individuals in different regions of the COL1A1 gene, including the 
promoter, suggests that several individuals have point mutations within the 
coding region of the gene, while one individual may have a small deletion within 
the alpha 1(I) carboxyl-terminal propeptide region. Our data provide evidence 
for significant molecular heterogeneity within the OI type I phenotype and 
indicate that a variety of mutations can result in decreased synthesis of type I 
collagen."
8456822,"Characteristic temporal bone changes have recently been defined by high 
resolution CT in nine patients with achondroplasia (Cobb et al., Am J 
Neuroradiol 9:1195, 1988). These included narrowing of the skull base and 
""towering"" petrous ridges resulting in abnormal orientation of the inner and 
middle ear structures. In order to determine whether these morphologic changes 
are the cause of the hearing deficit in achondroplasia, audiometric studies and 
ENT evaluation were performed in eight of the nine patients. All had a history 
of frequent otitis media and four had experienced tympanic membrane tube 
insertion. Three patients had significant sensorineural hearing loss, two had 
conductive hearing loss and one patient had combined hearing loss. None of the 
temporal bone morphologic changes were found to be correlated with the degree of 
either sensorineural or conductive hearing loss. Fusion of the ossicular chain 
was not present in any of our cases. Appropriate treatment of frequent acute 
otitis media and early awareness of middle ear effusions and conductive hearing 
loss in children with achondroplasia may be of great importance in preventing 
permanent hearing loss."
8457417,"We surgically treated 16 patients with Bertolotti's syndrome (chronic, 
persistent low back pain and radiographically diagnosed transitional lumbar 
vertebra). Eight had posterolateral fusion and another eight resection of the 
transitional articulation. Thirteen patients had in addition to the chronic low 
back pain, suffered from repeated episodes or chronic sciatica. In six cases 
with resection treatment, local injections were administered at the transitional 
articulation before deciding for resection of the transitional joint; each 
patient reported transient relief of pain, while this preoperative test did not 
correlate with successful outcome of treatment. Six patients had to be treated 
with second operations. Ten of the 16 operatively treated patients showed 
improvement of the low back pain, and this result was similar in the group 
treated with fusion and in that treated with resection. Seven had no low back 
pain at follow-up, and the improvement according to the Oswestry pain scale was 
similar in the two groups, and statistically significant. Eleven patients still 
had persisting episodes of sciatica (versus 13 preoperatively). The average 
disability according to the Oswestry total disability scale was 30%, 
corresponding with moderate outcome, and both operatively treated groups did 
equally well. At follow-up the first disc above the fused segments was found to 
be degenerated in seven out of eight cases, and in the group treated with 
resection the first disc above the transitional vertebra was degenerated in five 
cases.(ABSTRACT TRUNCATED AT 250 WORDS)"
8458255,"We isolated mutants of Saccharomyces cerevisiae that lose a 100 kb linear yeast 
artificial chromosome (YAC) at elevated rates. Mutations in two of these LCS 
(linear chromosome stability) genes had little or no effect on the loss rate of 
a circular YAC that had the same centromere and origin of replication as present 
on the linear YAC. Moreover, mutations in these LCS genes also increased the 
loss rate of an authentic linear yeast chromosome, chromosome III, but had only 
small effects on the loss rate of a circular derivative of chromosome III. As 
these mutants preferentially destabilize linear chromosomes, they may affect 
chromosome stability through interactions at telomeres. Telomeres are thought to 
be essential for the protection and complete replication of chromosome ends. The 
cytological properties of telomeres suggest that these structures may play 
additional roles in chromosome function. The lengths of the terminal C1-3A 
repeats at the ends of yeast chromosomes were unaltered in the linear 
preferential lcs mutants, suggesting that these mutants do not affect the 
replication or protection of telomeric DNA. Thus, the linear-preferential lcs 
mutants may identify a role for telomeres in chromosome stability that is 
distinct from their function in the replication and protection of chromosomal 
termini."
8459803,"The glycosylation of proteins in fibroblasts from people with the premature 
ageing disease Hutchinson-Gilford Progeria Syndrome (progeria) was investigated. 
Protein was prepared from fibroblast cell lines established from skin biopsy 
taken from progeria patients and control donors. Glycoproteins were labelled by 
the covalent attachment of the steroid hapten digoxygenin to the sugar group. 
After separation of total protein by SDS-PAGE and electroblotting onto 
Immobilon-PTM, glycoproteins were detected by enzyme immunoassay. We have 
observed a glycoprotein of M(r) 200 kDa which is consistently present in protein 
preparations from progeria fibroblasts and which is absent, or markedly reduced, 
in preparations from control fibroblasts. This suggests that it may be useful as 
a marker for progeria. Similar analysis of progeria lymphoblast and control 
lymphoblast cultures did not show this altered pattern of glycosylated proteins, 
indicating that it may be cell-type specific. Glycoproteins were also detected 
by labelling fibroblasts in vitro with D-[6-3H]glucosamine hydrochloride 
followed by SDS-PAGE of isolated protein and subsequent fluorography. Profiles 
of glycoproteins from progeria and control fibroblasts were consistent with 
those obtained from labelling of carbohydrate groups with digoxygenin. Protease 
digestion of cell protein verified that the band at M(r) 200 kDa contains a 
protein core. Characteristic features of progeria primarily involve the 
connective tissue and include wrinkled and loose skin, loss of soft tissue, thin 
limbs and stiff joints. Death of progeria patients is usually a result of 
cardiovascular abnormalities. The most consistent manifestations thus involve 
the connective tissue. The glycoprotein of M(r) 200 kDa which we have observed 
in progeria fibroblasts in vitro could reflect a perturbation in glycosylation 
which may underly the connective tissue defects seen in progeria."
8460153,"Two overlapping cDNAs that encode a 197-kDa sequence-selective DNA-binding 
protein were isolated from libraries derived from mouse lymphoid cell mRNA. In 
addition to a DNA-binding domain, the protein contains both a chromodomain, 
which occurs in proteins that are implicated in chromatin compaction, and an 
SNF2/SWI2-like helicase domain, which occurs in proteins that are believed to 
activate transcription by counteracting the repressive effects of chromatin 
structure. A Southern blot analysis indicated that this protein, which we have 
named CHD-1, for chromodomain-helicase-DNA-binding protein, is present in most, 
if not all, mammalian species. A Northern blot analysis revealed multiple CHD 
mRNA components that differed both qualitatively and quantitatively among 
various cell types. The various mRNAs, which are probably produced by 
alternative RNA processing, could conceivably encode tissue-specific and 
developmental stage-specific isoforms of the protein. Based on its interesting 
combination of features, we suspect that CHD-1 plays an important role in gene 
regulation."
8460633,"We have previously described a series of patients in whom the deletion of 1-2 
megabases (Mb) of DNA from the tip of the short arm of chromosome 16 (band 
16p13.3) is associated with alpha-thalassemia/mental retardation syndrome 
(ATR-16). We now show that one of these patients has a de novo truncation of the 
terminal 2 Mb of chromosome 16p and that telomeric sequence (TTAGGG)n has been 
added at the site of breakage. This suggests that the chromosomal break, which 
is paternal in origin and which probably arose at meiosis, has been stabilized 
in vivo by the direct addition of the telomeric sequence. Sequence comparisons 
of this breakpoint with that of a previously described chromosomal truncation 
(alpha alpha)TI do not reveal extensive sequence homology. However, both 
breakpoints show minimal complementarity (3-4 bp) to the proposed RNA template 
of human telomerase at the site at which telomere repeats have been added. 
Unlike previously characterized individuals with ATR-16, the clinical features 
of this patient appear to be solely due to monosomy for the terminal portion of 
16p13.3. The identification of further patients with ""pure"" monosomy for the tip 
of chromosome 16p will be important for defining the loci contributing to the 
phenotype of this syndrome."
